frame_idx,gen_time,fetch_time,preprocess_time,render_time,total_time,sleep_time,end_to_end_time,datasize,quality_level,quant_mask,diff_thresh
628,0.007861,0.003263,0.023509,0.034873,0.069505,0.000000,0.069505,2740360,2,248,10
629,0.007670,0.003229,0.026506,0.025360,0.062765,0.000000,0.062765,2735420,2,248,10
630,0.007028,0.002288,0.025368,0.027040,0.061725,0.000000,0.061725,2738527,2,248,10
631,0.006583,0.003629,0.025351,0.031450,0.067014,0.000000,0.067014,2732286,2,248,10
632,0.005485,0.003794,0.025096,0.009551,0.043926,0.000000,0.043926,2798795,2,248,10
633,0.006354,0.001888,0.021815,0.025075,0.055132,0.000000,0.055132,2793661,2,248,10
634,0.002905,0.002443,0.023873,0.034620,0.063840,0.000000,0.063840,2873865,2,248,10
635,0.004125,0.004767,0.026331,0.031951,0.067175,0.000000,0.067175,2838810,2,248,10
636,0.002887,0.002567,0.028612,0.029141,0.063208,0.000000,0.063208,2802661,2,248,10
637,0.008616,0.003399,0.029116,0.028965,0.070096,0.000000,0.070096,2814349,2,248,10
638,0.010149,0.003299,0.024105,0.022868,0.060421,0.000000,0.060421,2719480,2,248,10
639,0.009516,0.001708,0.025402,0.012363,0.048989,0.000000,0.048989,2792533,2,248,10
640,0.008735,0.003498,0.027002,0.033911,0.073146,0.000000,0.073146,2792393,2,248,10
641,0.006404,0.002735,0.028006,0.025472,0.062617,0.000000,0.062617,2609029,2,248,10
642,0.004430,0.002818,0.028965,0.012886,0.049099,0.000000,0.049099,2524870,2,248,10
643,0.004537,0.001894,0.028893,0.024464,0.059788,0.000000,0.059788,2440434,2,248,10
644,0.004136,0.002539,0.028682,0.021942,0.057298,0.000000,0.057298,2357292,2,248,10
645,0.002949,0.003284,0.029795,0.025521,0.061550,0.000000,0.061550,2279030,2,248,10
646,0.003606,0.004253,0.027922,0.022844,0.058626,0.000000,0.058626,2182426,2,248,10
647,0.003722,0.002107,0.029107,0.029958,0.064894,0.000000,0.064894,2114932,2,248,10
648,0.002901,0.002824,0.026250,0.011706,0.043680,0.000000,0.043680,2040657,2,248,10
649,0.008951,0.004394,0.025929,0.008565,0.047839,0.000000,0.047839,1998656,2,248,10
650,0.004271,0.001658,0.028947,0.012511,0.047387,0.000000,0.047387,1959771,2,248,10
651,0.004856,0.002824,0.028338,0.008225,0.044243,0.000000,0.044243,1879315,2,248,10
652,0.003102,0.003767,0.028986,0.009356,0.045210,0.000000,0.045210,1813061,2,248,10
653,0.003624,0.002591,0.026566,0.011549,0.044329,0.000000,0.044329,1801119,2,248,10
654,0.007281,0.004344,0.026772,0.009213,0.047610,0.000000,0.047610,1749591,2,248,10
655,0.003164,0.003489,0.030472,0.008813,0.045938,0.000000,0.045938,1717215,2,248,10
656,0.004958,0.002791,0.028899,0.007815,0.044463,0.000000,0.044463,1640924,2,248,10
657,0.005828,0.003000,0.027724,0.010767,0.047319,0.000000,0.047319,1586188,2,248,10
658,0.003763,0.003248,0.029727,0.008180,0.044918,0.000000,0.044918,1549487,2,248,10
659,0.005918,0.001794,0.026452,0.005431,0.039594,0.000000,0.039594,1493530,2,248,10
660,0.005137,0.001784,0.027343,0.009332,0.043596,0.000000,0.043596,1415513,2,248,10
661,0.005467,0.003349,0.027535,0.014813,0.051164,0.000000,0.051164,1886716,2,248,10
662,0.004682,0.004248,0.028120,0.009121,0.046172,0.000000,0.046172,2087349,2,248,10
663,0.005638,0.001791,0.025920,0.015878,0.049227,0.000000,0.049227,1992716,2,248,10
664,0.006986,0.003788,0.026358,0.027308,0.064439,0.000000,0.064439,2262214,2,248,10
665,0.004555,0.004315,0.027141,0.028816,0.064827,0.000000,0.064827,2418391,2,248,10
666,0.003775,0.003409,0.029124,0.033824,0.070133,0.000000,0.070133,2517938,2,248,10
667,0.004172,0.003007,0.028062,0.033321,0.068562,0.000000,0.068562,2572575,2,248,10
668,0.006270,0.004096,0.027869,0.031299,0.069534,0.000000,0.069534,2637300,2,248,10
669,0.005110,0.004561,0.032020,0.032653,0.074343,0.000000,0.074343,2651238,2,248,10
670,0.004778,0.004460,0.026507,0.035801,0.071547,0.000000,0.071547,2665123,2,248,10
671,0.004575,0.004269,0.026334,0.030552,0.065731,0.000000,0.065731,2680004,2,248,10
672,0.003376,0.003726,0.026213,0.030484,0.063799,0.000000,0.063799,2661615,2,248,10
673,0.003704,0.004116,0.029804,0.041182,0.078806,0.000000,0.078806,2675944,2,248,10
674,0.008036,0.004499,0.026664,0.031592,0.070791,0.000000,0.070791,2746415,2,248,10
675,0.006358,0.004351,0.024584,0.013965,0.049258,0.000000,0.049258,3045883,2,248,10
676,0.006021,0.003134,0.028298,0.033825,0.071278,0.000000,0.071278,3064411,2,248,10
677,0.009987,0.001986,0.022725,0.028663,0.063362,0.000000,0.063362,3145901,2,248,10
678,0.010332,0.001796,0.023372,0.036236,0.071736,0.000000,0.071736,3089489,2,248,10
679,0.008132,0.002920,0.024084,0.028874,0.064010,0.000000,0.064010,2989844,2,248,10
680,0.010187,0.002000,0.022616,0.031585,0.066387,0.000000,0.066387,2969406,2,248,10
681,0.009222,0.003158,0.022974,0.033753,0.069108,0.000000,0.069108,2793582,2,248,10
682,0.010640,0.003542,0.022848,0.030182,0.067212,0.000000,0.067212,2968896,2,248,10
683,0.008516,0.002343,0.023490,0.031936,0.066284,0.000000,0.066284,3229169,2,248,10
684,0.007115,0.002527,0.024790,0.028728,0.063161,0.000000,0.063161,3169062,2,248,10
685,0.008584,0.002868,0.024406,0.037673,0.073532,0.000000,0.073532,3148906,2,248,10
686,0.008841,0.002606,0.025324,0.032380,0.069151,0.000000,0.069151,3191685,2,248,10
687,0.008930,0.001971,0.022789,0.029190,0.062881,0.000000,0.062881,3107539,2,248,10
688,0.007985,0.002588,0.023480,0.027904,0.061957,0.000000,0.061957,3072548,2,248,10
689,0.010543,0.002953,0.022137,0.025341,0.060974,0.000000,0.060974,3009482,2,248,10
690,0.006703,0.002801,0.022443,0.031578,0.063524,0.000000,0.063524,3033290,2,248,10
691,0.006321,0.001641,0.024758,0.029331,0.062052,0.000000,0.062052,2951077,2,248,10
692,0.003873,0.002477,0.023316,0.028487,0.058154,0.000000,0.058154,2999310,2,248,10
693,0.002551,0.005222,0.024935,0.024433,0.057142,0.000000,0.057142,2901736,2,248,10
694,0.004905,0.005740,0.025333,0.015722,0.051700,0.000000,0.051700,2740121,2,248,10
695,0.002551,0.005172,0.025264,0.031205,0.064192,0.000000,0.064192,2953700,2,248,10
696,0.006416,0.004838,0.027588,0.035839,0.074681,0.000000,0.074681,3020478,2,248,10
697,0.004903,0.003584,0.026133,0.038352,0.072971,0.000000,0.072971,3047771,2,248,10
698,0.011795,0.004666,0.026404,0.086530,0.129395,0.000000,0.129395,3018839,2,248,10
699,0.009160,0.002491,0.024893,0.077602,0.114146,0.000000,0.114146,2990202,2,248,10
700,0.010459,0.005930,0.024746,0.072740,0.113876,0.000000,0.113876,2940246,2,248,10
701,0.007317,0.004654,0.025182,0.064916,0.102070,0.000000,0.102070,2889656,2,248,10
702,0.012501,0.002885,0.027301,0.064617,0.107304,0.000000,0.107304,3151354,2,248,10
703,0.009305,0.005447,0.025241,0.064217,0.104210,0.000000,0.104210,3030031,2,248,10
704,0.007655,0.003391,0.026283,0.058219,0.095548,0.000000,0.095548,3062040,2,248,10
705,0.007509,0.005103,0.027783,0.046079,0.086474,0.000000,0.086474,3027812,2,248,10
706,0.011015,0.005834,0.028927,0.072831,0.118607,0.000000,0.118607,2963074,2,248,10
707,0.014984,0.003631,0.025623,0.069124,0.113362,0.000000,0.113362,2896100,2,248,10
708,0.006981,0.003462,0.026116,0.040970,0.077529,0.000000,0.077529,2781213,2,248,10
709,0.015296,0.004781,0.029229,0.053354,0.102660,0.000000,0.102660,2795095,2,248,10
710,0.005345,0.004395,0.023424,0.051635,0.084799,0.000000,0.084799,2715350,2,248,10
711,0.008924,0.005821,0.028806,0.046760,0.090310,0.000000,0.090310,2851044,2,248,10
712,0.005351,0.005284,0.028535,0.020615,0.059784,0.000000,0.059784,2911460,2,248,10
713,0.009684,0.004467,0.024536,0.072543,0.111231,0.000000,0.111231,2771272,2,248,10
714,0.011145,0.004011,0.025389,0.041238,0.081783,0.000000,0.081783,2876001,2,248,10
715,0.007368,0.004160,0.026650,0.040839,0.079017,0.000000,0.079017,2834191,2,248,10
716,0.008790,0.004399,0.025032,0.047776,0.085997,0.000000,0.085997,2843901,2,248,10
717,0.005586,0.004490,0.027038,0.047673,0.084787,0.000000,0.084787,3022689,2,248,10
718,0.005905,0.004983,0.025539,0.048110,0.084537,0.000000,0.084537,3095625,2,248,10
719,0.006309,0.004416,0.025367,0.026725,0.062817,0.000000,0.062817,3081468,2,248,10
720,0.006949,0.004066,0.024801,0.043047,0.078864,0.000000,0.078864,2998281,2,248,10
721,0.010826,0.004855,0.024956,0.032462,0.073099,0.000000,0.073099,2922443,2,248,10
722,0.009339,0.004082,0.024238,0.026242,0.063902,0.000000,0.063902,2892792,2,248,10
723,0.005508,0.003110,0.025035,0.032429,0.066082,0.000000,0.066082,2846316,2,248,10
724,0.006472,0.002988,0.025095,0.031571,0.066127,0.000000,0.066127,2773548,2,248,10
725,0.009151,0.001855,0.022615,0.034623,0.068245,0.000000,0.068245,2679169,2,248,10
726,0.009214,0.002585,0.023219,0.034636,0.069654,0.000000,0.069654,2748463,2,248,10
727,0.008525,0.002352,0.023241,0.029531,0.063648,0.000000,0.063648,2656478,2,248,10
728,0.011360,0.003440,0.023609,0.032038,0.070447,0.000000,0.070447,2502411,2,248,10
729,0.007444,0.002637,0.024175,0.031101,0.065358,0.000000,0.065358,2822752,2,248,10
730,0.007070,0.003778,0.025667,0.034087,0.070601,0.000000,0.070601,2848128,2,248,10
731,0.007839,0.001674,0.026271,0.036874,0.072657,0.000000,0.072657,2744975,2,248,10
732,0.007836,0.003835,0.023261,0.025827,0.060760,0.000000,0.060760,2810541,2,248,10
733,0.006409,0.002639,0.024635,0.033843,0.067525,0.000000,0.067525,2844373,2,248,10
734,0.003487,0.003964,0.026498,0.039538,0.073486,0.000000,0.073486,2732853,2,248,10
735,0.007039,0.002494,0.024582,0.044935,0.079050,0.000000,0.079050,2706436,2,248,10
736,0.005509,0.002414,0.026292,0.039326,0.073541,0.000000,0.073541,2874412,2,248,10
737,0.007102,0.003202,0.025938,0.044479,0.080721,0.000000,0.080721,2870722,2,248,10
738,0.005188,0.002009,0.024409,0.025734,0.057340,0.000000,0.057340,2857537,2,248,10
739,0.006190,0.003322,0.023858,0.024359,0.057729,0.000000,0.057729,2832103,2,248,10
740,0.009604,0.003360,0.022604,0.035295,0.070863,0.000000,0.070863,2816926,2,248,10
741,0.009036,0.002070,0.022251,0.028942,0.062300,0.000000,0.062300,2739688,2,248,10
742,0.010566,0.004342,0.021478,0.028076,0.064462,0.000000,0.064462,2709342,2,248,10
743,0.009588,0.002534,0.022990,0.031818,0.066930,0.000000,0.066930,2651911,2,248,10
744,0.007209,0.002743,0.024455,0.031804,0.066211,0.000000,0.066211,2654191,2,248,10
745,0.009142,0.003509,0.023233,0.027779,0.063664,0.000000,0.063664,2639363,2,248,10
746,0.012070,0.003633,0.023490,0.028562,0.067754,0.000000,0.067754,2579497,2,248,10
747,0.006708,0.004485,0.025253,0.027408,0.063853,0.000000,0.063853,2618127,2,248,10
748,0.006241,0.003069,0.023664,0.035705,0.068680,0.000000,0.068680,2972876,2,248,10
749,0.006644,0.002340,0.024708,0.033915,0.067607,0.000000,0.067607,2926146,2,248,10
750,0.005715,0.004153,0.024050,0.028423,0.062341,0.000000,0.062341,2843788,2,248,10
751,0.007882,0.001639,0.024312,0.030267,0.064100,0.000000,0.064100,2849273,2,248,10
752,0.007563,0.003050,0.021983,0.031597,0.064194,0.000000,0.064194,2873815,2,248,10
753,0.008450,0.003619,0.022948,0.027762,0.062779,0.000000,0.062779,2832104,2,248,10
754,0.006564,0.001491,0.023061,0.029770,0.060885,0.000000,0.060885,2797092,2,248,10
755,0.008982,0.002755,0.023460,0.023562,0.058760,0.000000,0.058760,2761095,2,248,10
756,0.012195,0.003023,0.023284,0.035718,0.074219,0.000000,0.074219,2991413,2,248,10
757,0.006612,0.003074,0.023510,0.031414,0.064610,0.000000,0.064610,3023352,2,248,10
758,0.009917,0.003650,0.022264,0.031317,0.067147,0.000000,0.067147,2972842,2,248,10
759,0.011487,0.002354,0.022513,0.027839,0.064193,0.000000,0.064193,2839461,2,248,10
760,0.010197,0.003857,0.022060,0.023006,0.059120,0.000000,0.059120,2898788,2,248,10
761,0.008557,0.001619,0.023388,0.040424,0.073989,0.000000,0.073989,2900441,2,248,10
762,0.008940,0.003307,0.021392,0.028892,0.062532,0.000000,0.062532,2848684,2,248,10
763,0.008422,0.002146,0.023120,0.030125,0.063813,0.000000,0.063813,2823047,2,248,10
764,0.009100,0.002838,0.023702,0.031715,0.067354,0.000000,0.067354,2762870,2,248,10
765,0.009747,0.004684,0.022893,0.046679,0.084004,0.000000,0.084004,2733907,2,248,10
766,0.006166,0.004314,0.025317,0.024279,0.060076,0.000000,0.060076,2739669,2,248,10
767,0.006715,0.002649,0.024199,0.032452,0.066016,0.000000,0.066016,2915934,2,248,10
768,0.008511,0.002643,0.021769,0.028792,0.061715,0.000000,0.061715,2927903,2,248,10
769,0.004240,0.003187,0.022085,0.029275,0.058787,0.000000,0.058787,2961794,2,248,10
770,0.002723,0.004405,0.025748,0.037234,0.070109,0.000000,0.070109,2931547,2,248,10
771,0.002651,0.004225,0.024278,0.037432,0.068586,0.000000,0.068586,2879129,2,248,10
772,0.003689,0.004383,0.027095,0.033552,0.068719,0.000000,0.068719,2881664,2,248,10
773,0.003181,0.004295,0.027734,0.031244,0.066455,0.000000,0.066455,2737946,2,248,10
774,0.004297,0.003845,0.027994,0.026120,0.062255,0.000000,0.062255,2804250,2,248,10
775,0.003455,0.002957,0.026692,0.029084,0.062188,0.000000,0.062188,2819495,2,248,10
776,0.004328,0.003003,0.025538,0.035667,0.068536,0.000000,0.068536,3122292,2,248,10
777,0.004820,0.002773,0.028858,0.040445,0.076897,0.000000,0.076897,3137291,2,248,10
778,0.006453,0.002399,0.027187,0.034564,0.070603,0.000000,0.070603,3128271,2,248,10
779,0.005632,0.002086,0.027224,0.044719,0.079661,0.000000,0.079661,3124111,2,248,10
780,0.004761,0.002190,0.027002,0.028837,0.062791,0.000000,0.062791,3036270,2,248,10
781,0.003227,0.004136,0.027121,0.036148,0.070632,0.000000,0.070632,3025181,2,248,10
782,0.004896,0.002774,0.027545,0.037346,0.072562,0.000000,0.072562,2959560,2,248,10
783,0.004051,0.003353,0.027460,0.041172,0.076037,0.000000,0.076037,2942659,2,248,10
784,0.005076,0.001499,0.026319,0.033878,0.066773,0.000000,0.066773,2895661,2,248,10
785,0.006168,0.001620,0.025890,0.031028,0.064706,0.000000,0.064706,2791700,2,248,10
786,0.006385,0.001501,0.024874,0.024382,0.057141,0.000000,0.057141,2678199,2,248,10
787,0.006067,0.001649,0.022740,0.027999,0.058454,0.000000,0.058454,2585924,2,248,10
788,0.006654,0.004054,0.022885,0.032703,0.066296,0.000000,0.066296,2799792,2,248,10
789,0.010549,0.003519,0.023082,0.030982,0.068132,0.000000,0.068132,2815297,2,248,10
790,0.008761,0.004421,0.025733,0.023782,0.062697,0.000000,0.062697,2835958,2,248,10
791,0.005255,0.001530,0.023470,0.034715,0.064970,0.000000,0.064970,2786494,2,248,10
792,0.008232,0.003450,0.022025,0.032648,0.066355,0.000000,0.066355,2844769,2,248,10
793,0.009230,0.004844,0.023122,0.030185,0.067380,0.000000,0.067380,2886118,2,248,10
794,0.011194,0.002830,0.024516,0.031860,0.070400,0.000000,0.070400,2846942,2,248,10
795,0.007048,0.003522,0.024722,0.028485,0.063777,0.000000,0.063777,2793398,2,248,10
796,0.007812,0.003161,0.024538,0.041252,0.076762,0.000000,0.076762,3013666,2,248,10
797,0.006214,0.003678,0.025584,0.026669,0.062146,0.000000,0.062146,2968239,2,248,10
798,0.004903,0.002076,0.026659,0.030962,0.064600,0.000000,0.064600,2890398,2,248,10
799,0.005938,0.003974,0.026170,0.027714,0.063797,0.000000,0.063797,2757818,2,248,10
800,0.008019,0.003045,0.024980,0.030734,0.066778,0.000000,0.066778,2807787,2,248,10
801,0.003026,0.004326,0.026469,0.045425,0.079247,0.000000,0.079247,2830337,2,248,10
802,0.005646,0.001994,0.024909,0.030115,0.062664,0.000000,0.062664,2820527,2,248,10
803,0.005494,0.001770,0.026568,0.026034,0.059867,0.000000,0.059867,2842590,2,248,10
804,0.006538,0.001891,0.024789,0.032458,0.065676,0.000000,0.065676,2880282,2,248,10
805,0.004927,0.005888,0.025005,0.035221,0.071040,0.000000,0.071040,2875918,2,248,10
806,0.007290,0.002901,0.025556,0.038426,0.074173,0.000000,0.074173,2752503,2,248,10
807,0.008181,0.003049,0.023909,0.034933,0.070071,0.000000,0.070071,3019324,2,248,10
808,0.006692,0.002680,0.024609,0.037499,0.071481,0.000000,0.071481,2984705,2,248,10
809,0.008954,0.002583,0.023397,0.040255,0.075190,0.000000,0.075190,3015501,2,248,10
810,0.006125,0.004132,0.024896,0.037498,0.072651,0.000000,0.072651,2926276,2,248,10
811,0.009774,0.003051,0.021421,0.026161,0.060406,0.000000,0.060406,2861594,2,248,10
812,0.006345,0.001907,0.022800,0.018705,0.049757,0.000000,0.049757,2868852,2,248,10
813,0.010652,0.004567,0.022272,0.025938,0.063429,0.000000,0.063429,2893928,2,248,10
814,0.010490,0.001826,0.022711,0.023716,0.058743,0.000000,0.058743,2839147,2,248,10
815,0.010318,0.002444,0.022862,0.025703,0.061328,0.000000,0.061328,3056019,2,248,10
816,0.009883,0.003647,0.023065,0.028999,0.065594,0.000000,0.065594,3010381,2,248,10
817,0.007041,0.001749,0.022404,0.030368,0.061563,0.000000,0.061563,3030674,2,248,10
818,0.012115,0.001622,0.021737,0.041718,0.077192,0.000000,0.077192,3013372,2,248,10
819,0.010325,0.001977,0.024906,0.038671,0.075879,0.000000,0.075879,2908446,2,248,10
820,0.007789,0.003617,0.025885,0.029558,0.066850,0.000000,0.066850,2948097,2,248,10
821,0.006563,0.003192,0.024460,0.035001,0.069215,0.000000,0.069215,2983169,2,248,10
822,0.006820,0.003112,0.024772,0.034172,0.068876,0.000000,0.068876,2975184,2,248,10
823,0.006826,0.003797,0.025544,0.033270,0.069437,0.000000,0.069437,2908956,2,248,10
824,0.007285,0.003217,0.024491,0.027974,0.062967,0.000000,0.062967,2784980,2,248,10
825,0.007733,0.002832,0.024363,0.031390,0.066318,0.000000,0.066318,2795562,2,248,10
826,0.006994,0.003254,0.025875,0.030809,0.066932,0.000000,0.066932,2664962,2,248,10
827,0.008808,0.004668,0.023606,0.033551,0.070633,0.000000,0.070633,3044544,2,248,10
828,0.005154,0.004339,0.025368,0.040517,0.075378,0.000000,0.075378,2963829,2,248,10
829,0.007688,0.003455,0.026358,0.030266,0.067766,0.000000,0.067766,2952225,2,248,10
830,0.004781,0.003447,0.027115,0.032480,0.067823,0.000000,0.067823,2869852,2,248,10
831,0.005291,0.004156,0.027547,0.039686,0.076680,0.000000,0.076680,2884544,2,248,10
832,0.007825,0.002767,0.025759,0.039828,0.076179,0.000000,0.076179,2868522,2,248,10
833,0.006510,0.003988,0.027532,0.032186,0.070216,0.000000,0.070216,2706782,2,248,10
834,0.004249,0.002028,0.028109,0.039173,0.073559,0.000000,0.073559,2731305,2,248,10
835,0.004519,0.003270,0.027508,0.038243,0.073540,0.000000,0.073540,2701753,2,248,10
836,0.005214,0.003038,0.028546,0.021858,0.058656,0.000000,0.058656,2987755,2,248,10
837,0.004988,0.006858,0.025034,0.035910,0.072789,0.000000,0.072789,2980381,2,248,10
838,0.006383,0.002890,0.025097,0.034453,0.068822,0.000000,0.068822,3011750,2,248,10
839,0.011368,0.004302,0.024822,0.037701,0.078193,0.000000,0.078193,2982247,2,248,10
840,0.008049,0.003099,0.021988,0.030620,0.063756,0.000000,0.063756,2951735,2,248,10
841,0.002498,0.002454,0.019437,0.030576,0.054965,0.000000,0.054965,2861651,2,248,10
842,0.002459,0.003393,0.019380,0.025382,0.050615,0.000000,0.050615,2929916,2,248,10
843,0.002704,0.003566,0.021474,0.037689,0.065434,0.000000,0.065434,2910268,2,248,10
844,0.003980,0.002839,0.020756,0.033022,0.060598,0.000000,0.060598,2840571,2,248,10
845,0.009302,0.001782,0.027042,0.044546,0.082672,0.000000,0.082672,2761064,2,248,10
846,0.009375,0.002157,0.032737,0.015745,0.060013,0.000000,0.060013,2574019,2,248,10
847,0.011181,0.001790,0.031107,0.040442,0.084520,0.000000,0.084520,2993841,2,248,10
848,0.005928,0.002926,0.030944,0.047929,0.087728,0.000000,0.087728,2917203,2,248,10
849,0.012440,0.005146,0.029560,0.031659,0.078805,0.000000,0.078805,2943793,2,248,10
850,0.006501,0.002072,0.029646,0.028228,0.066446,0.000000,0.066446,2784503,2,248,10
851,0.006526,0.003769,0.030380,0.035829,0.076505,0.000000,0.076505,2857013,2,248,10
852,0.005998,0.003160,0.030481,0.031792,0.071430,0.000000,0.071430,2849769,2,248,10
853,0.009757,0.003662,0.031326,0.029990,0.074734,0.000000,0.074734,2704609,2,248,10
854,0.008427,0.002301,0.030741,0.026859,0.068328,0.000000,0.068328,2964199,2,248,10
855,0.010315,0.002894,0.029445,0.036416,0.079069,0.000000,0.079069,2884104,2,248,10
856,0.007026,0.004512,0.031528,0.034269,0.077336,0.000000,0.077336,2899844,2,248,10
857,0.006186,0.004642,0.030630,0.049857,0.091315,0.000000,0.091315,2807994,2,248,10
858,0.005615,0.003799,0.025306,0.033927,0.068647,0.000000,0.068647,2664635,2,248,10
859,0.009167,0.003449,0.031362,0.028699,0.072677,0.000000,0.072677,2610602,2,248,10
860,0.010038,0.002524,0.034189,0.037739,0.084490,0.000000,0.084490,2654771,2,248,10
861,0.006771,0.002447,0.034158,0.037519,0.080895,0.000000,0.080895,2522665,2,248,10
862,0.013007,0.003694,0.030362,0.028636,0.075698,0.000000,0.075698,2350178,2,248,10
863,0.008211,0.002997,0.032176,0.033399,0.076782,0.000000,0.076782,2708880,2,248,10
864,0.005458,0.002435,0.033832,0.037439,0.079164,0.000000,0.079164,2689310,2,248,10
865,0.004385,0.004936,0.027612,0.031385,0.068317,0.000000,0.068317,2659735,2,248,10
866,0.002605,0.003196,0.023096,0.025408,0.054304,0.000000,0.054304,2520955,2,248,10
867,0.010551,0.002820,0.022988,0.035294,0.071654,0.000000,0.071654,2554572,2,248,10
868,0.009200,0.004552,0.030346,0.031324,0.075422,0.000000,0.075422,2664051,2,248,10
869,0.014436,0.004173,0.025906,0.031361,0.075876,0.000000,0.075876,2617485,2,248,10
870,0.004909,0.001954,0.033015,0.013543,0.053421,0.000000,0.053421,2417325,2,248,10
871,0.006107,0.001792,0.029605,0.030627,0.068131,0.000000,0.068131,2803503,2,248,10
872,0.007816,0.002360,0.031833,0.039030,0.081039,0.000000,0.081039,2778175,2,248,10
873,0.012632,0.007205,0.029841,0.040492,0.090170,0.000000,0.090170,2759457,2,248,10
874,0.007215,0.004105,0.029935,0.040443,0.081698,0.000000,0.081698,2751159,2,248,10
875,0.003700,0.003204,0.030478,0.041304,0.078687,0.000000,0.078687,2718864,2,248,10
876,0.007275,0.002560,0.031083,0.034835,0.075754,0.000000,0.075754,2725831,2,248,10
877,0.015510,0.005066,0.029924,0.028942,0.079442,0.000000,0.079442,2700685,2,248,10
878,0.006162,0.003163,0.028785,0.035046,0.073156,0.000000,0.073156,2582540,2,248,10
879,0.004294,0.004985,0.031180,0.032077,0.072537,0.000000,0.072537,3027952,2,248,10
880,0.008482,0.002275,0.030653,0.035199,0.076608,0.000000,0.076608,2986344,2,248,10
881,0.004954,0.004054,0.029961,0.050577,0.089546,0.000000,0.089546,2960776,2,248,10
882,0.009303,0.004325,0.027434,0.033295,0.074357,0.000000,0.074357,3030191,2,248,10
883,0.009589,0.003821,0.026408,0.041491,0.081308,0.000000,0.081308,3043895,2,248,10
884,0.005915,0.003952,0.028209,0.044347,0.082424,0.000000,0.082424,2985594,2,248,10
885,0.011157,0.004126,0.028688,0.041677,0.085648,0.000000,0.085648,2944923,2,248,10
886,0.005933,0.003688,0.029817,0.034647,0.074086,0.000000,0.074086,2909754,2,248,10
887,0.009782,0.003931,0.029864,0.052108,0.095684,0.000000,0.095684,3111876,2,248,10
888,0.007407,0.004222,0.029653,0.037147,0.078430,0.000000,0.078430,3051162,2,248,10
889,0.009093,0.002803,0.028404,0.040266,0.080566,0.000000,0.080566,2920075,2,248,10
890,0.006849,0.003495,0.032205,0.039639,0.082189,0.000000,0.082189,2821015,2,248,10
891,0.013719,0.006279,0.027614,0.031621,0.079233,0.000000,0.079233,2799661,2,248,10
892,0.006001,0.002262,0.030431,0.032763,0.071457,0.000000,0.071457,3057777,2,248,10
893,0.005056,0.002102,0.030547,0.032897,0.070603,0.000000,0.070603,2971917,2,248,10
894,0.005217,0.003673,0.029908,0.036347,0.075146,0.000000,0.075146,2963772,2,248,10
895,0.007580,0.003136,0.029852,0.032857,0.073425,0.000000,0.073425,2888824,2,248,10
896,0.006949,0.005368,0.026557,0.037877,0.076751,0.000000,0.076751,2728215,2,248,10
897,0.011788,0.006096,0.027179,0.029926,0.074989,0.000000,0.074989,2763211,2,248,10
898,0.008519,0.003688,0.028511,0.045768,0.086486,0.000000,0.086486,3060273,2,248,10
899,0.003618,0.002773,0.030994,0.034702,0.072087,0.000000,0.072087,2864882,2,248,10
900,0.004275,0.003128,0.030723,0.031779,0.069905,0.000000,0.069905,2872044,2,248,10
901,0.004860,0.003174,0.029599,0.041635,0.079267,0.000000,0.079267,2836923,2,248,10
902,0.006599,0.005424,0.030578,0.027691,0.070292,0.000000,0.070292,2672178,2,248,10
903,0.006168,0.004365,0.026626,0.031313,0.068473,0.000000,0.068473,2941251,2,248,10
904,0.010504,0.001932,0.029143,0.030294,0.071873,0.000000,0.071873,2830340,2,248,10
905,0.011062,0.003949,0.028420,0.032374,0.075805,0.000000,0.075805,2869124,2,248,10
906,0.008474,0.002100,0.027997,0.028304,0.066874,0.000000,0.066874,2789672,2,248,10
907,0.005145,0.002459,0.030454,0.029526,0.067584,0.000000,0.067584,2694695,2,248,10
908,0.007376,0.002307,0.027789,0.038667,0.076141,0.000000,0.076141,2554190,2,248,10
909,0.005498,0.003625,0.030637,0.029427,0.069187,0.000000,0.069187,2801811,2,248,10
910,0.003168,0.005266,0.028168,0.039651,0.076253,0.000000,0.076253,2825958,2,248,10
911,0.008742,0.003580,0.029008,0.036406,0.077736,0.000000,0.077736,2793129,2,248,10
912,0.008145,0.001986,0.028543,0.034896,0.073571,0.000000,0.073571,2598540,2,248,10
913,0.005738,0.004473,0.029115,0.033334,0.072660,0.000000,0.072660,2410842,2,248,10
914,0.006180,0.004094,0.027345,0.029415,0.067034,0.000000,0.067034,2304579,2,248,10
915,0.007259,0.002620,0.028404,0.026809,0.065092,0.000000,0.065092,2531829,2,248,10
916,0.004082,0.002146,0.030820,0.035233,0.072281,0.000000,0.072281,2369274,2,248,10
917,0.005057,0.002603,0.030638,0.028892,0.067190,0.000000,0.067190,2311692,2,248,10
918,0.003778,0.002123,0.030116,0.033102,0.069119,0.000000,0.069119,2214404,2,248,10
919,0.004695,0.004103,0.030431,0.014218,0.053446,0.000000,0.053446,1899731,2,248,10
920,0.010693,0.005558,0.029595,0.010914,0.056759,0.000000,0.056759,1779505,2,248,10
921,0.005837,0.001786,0.028883,0.010232,0.046737,0.000000,0.046737,2092632,2,248,10
922,0.009831,0.001947,0.029070,0.014438,0.055285,0.000000,0.055285,1961962,2,248,10
923,0.011657,0.002345,0.026659,0.027882,0.068544,0.000000,0.068544,1928108,2,248,10
