frame_idx,gen_time,fetch_time,preprocess_time,render_time,total_time,sleep_time,end_to_end_time,datasize,quality_level,quant_mask,diff_thresh
1331,0.010154,0.003457,0.021528,0.049141,0.084280,0.000000,0.084280,3205138,2,248,10
1332,0.008168,0.003959,0.022169,0.045401,0.079697,0.000000,0.079697,3091664,2,248,10
1333,0.011338,0.003505,0.022723,0.056757,0.094323,0.000000,0.094323,3152274,2,248,10
1334,0.008409,0.003343,0.023655,0.044276,0.079682,0.000000,0.079682,3147799,2,248,10
1335,0.007521,0.002315,0.024299,0.046988,0.081124,0.000000,0.081124,3094003,2,248,10
1336,0.009310,0.003695,0.024524,0.045474,0.083002,0.000000,0.083002,3103098,2,248,10
1337,0.008555,0.003930,0.025583,0.045659,0.083728,0.000000,0.083728,3098718,2,248,10
1338,0.009278,0.004380,0.026056,0.036497,0.076211,0.000000,0.076211,3091144,2,248,10
1339,0.004914,0.003672,0.026128,0.035770,0.070484,0.000000,0.070484,3153200,2,248,10
1340,0.007869,0.003852,0.025790,0.056046,0.093557,0.000000,0.093557,3187345,2,248,10
1341,0.010019,0.005689,0.027958,0.045938,0.089604,0.000000,0.089604,3194489,2,248,10
1342,0.014329,0.005571,0.023016,0.045736,0.088652,0.000000,0.088652,3195244,2,248,10
1343,0.009643,0.004282,0.026636,0.050527,0.091088,0.000000,0.091088,3206364,2,248,10
1344,0.012532,0.004159,0.027319,0.038738,0.082747,0.000000,0.082747,3048307,2,248,10
1345,0.009535,0.005941,0.027158,0.041667,0.084302,0.000000,0.084302,3079749,2,248,10
1346,0.007102,0.003543,0.024875,0.052684,0.088204,0.000000,0.088204,3079662,2,248,10
1347,0.006923,0.002446,0.025701,0.050179,0.085249,0.000000,0.085249,3031098,2,248,10
1348,0.007904,0.002568,0.025147,0.039309,0.074928,0.000000,0.074928,2988399,2,248,10
1349,0.010835,0.003594,0.023213,0.057979,0.095621,0.000000,0.095621,3015069,2,248,10
1350,0.006539,0.003346,0.029888,0.038219,0.077992,0.000000,0.077992,2978330,2,248,10
1351,0.004617,0.003221,0.026841,0.040360,0.075040,0.000000,0.075040,2878278,2,248,10
1352,0.003232,0.005242,0.027117,0.035062,0.070652,0.000000,0.070652,2900060,2,248,10
1353,0.004167,0.005566,0.025275,0.039833,0.074842,0.000000,0.074842,2869844,2,248,10
1354,0.006509,0.004133,0.026159,0.040676,0.077477,0.000000,0.077477,2760998,2,248,10
1355,0.005318,0.003396,0.023011,0.048288,0.080014,0.000000,0.080014,2734474,2,248,10
1356,0.006228,0.003565,0.024974,0.045258,0.080025,0.000000,0.080025,3021698,2,248,10
1357,0.004311,0.004159,0.023113,0.048800,0.080382,0.000000,0.080382,2938197,2,248,10
1358,0.004112,0.003303,0.025347,0.044422,0.077184,0.000000,0.077184,2945939,2,248,10
1359,0.009661,0.004064,0.028148,0.041240,0.083113,0.000000,0.083113,3105305,2,248,10
1360,0.010724,0.003166,0.026325,0.047618,0.087832,0.000000,0.087832,3143178,2,248,10
1361,0.005025,0.003269,0.028757,0.053303,0.090354,0.000000,0.090354,3148785,2,248,10
1362,0.004823,0.006182,0.028159,0.055383,0.094547,0.000000,0.094547,3137743,2,248,10
1363,0.006066,0.004360,0.027572,0.053201,0.091199,0.000000,0.091199,3080667,2,248,10
1364,0.004792,0.004802,0.025595,0.043489,0.078679,0.000000,0.078679,3060363,2,248,10
1365,0.004649,0.004630,0.024555,0.052933,0.086768,0.000000,0.086768,3035139,2,248,10
1366,0.007918,0.004927,0.024640,0.036044,0.073529,0.000000,0.073529,2927818,2,248,10
1367,0.007851,0.002613,0.025353,0.041848,0.077665,0.000000,0.077665,2941340,2,248,10
1368,0.006317,0.004502,0.025996,0.057797,0.094612,0.000000,0.094612,2868478,2,248,10
1369,0.006474,0.004849,0.027009,0.057199,0.095532,0.000000,0.095532,2867572,2,248,10
1370,0.005384,0.002524,0.028414,0.047121,0.083443,0.000000,0.083443,2856576,2,248,10
1371,0.004435,0.004286,0.027960,0.061146,0.097826,0.000000,0.097826,2906145,2,248,10
1372,0.008365,0.002169,0.026427,0.021319,0.058280,0.000000,0.058280,2933334,2,248,10
1373,0.007920,0.002237,0.024572,0.069360,0.104089,0.000000,0.104089,2899226,2,248,10
1374,0.006804,0.004536,0.026619,0.023004,0.060963,0.000000,0.060963,2897551,2,248,10
1375,0.007142,0.003589,0.029247,0.079788,0.119766,0.000000,0.119766,2855566,2,248,10
1376,0.005171,0.004149,0.024841,0.061642,0.095802,0.000000,0.095802,2974015,2,248,10
1377,0.007976,0.005704,0.025785,0.059021,0.098487,0.000000,0.098487,2988193,2,248,10
1378,0.010661,0.003857,0.025847,0.043938,0.084304,0.000000,0.084304,2959291,2,248,10
1379,0.006212,0.003897,0.027101,0.053361,0.090570,0.000000,0.090570,3010970,2,248,10
1380,0.007350,0.003012,0.028362,0.036516,0.075241,0.000000,0.075241,3036744,2,248,10
1381,0.009934,0.003746,0.022434,0.043231,0.079345,0.000000,0.079345,3079044,2,248,10
1382,0.011618,0.003356,0.025078,0.045322,0.085374,0.000000,0.085374,3143888,2,248,10
1383,0.004775,0.004831,0.026784,0.042926,0.079316,0.000000,0.079316,3150039,2,248,10
1384,0.004955,0.003055,0.029402,0.055602,0.093014,0.000000,0.093014,3151028,2,248,10
1385,0.009246,0.004837,0.027450,0.054597,0.096131,0.000000,0.096131,3128045,2,248,10
1386,0.008482,0.004212,0.025303,0.060682,0.098679,0.000000,0.098679,3008608,2,248,10
1387,0.009079,0.003989,0.023423,0.072297,0.108788,0.000000,0.108788,2797657,2,248,10
1388,0.006749,0.004467,0.027448,0.095606,0.134270,0.000000,0.134270,2516598,2,248,10
1389,0.006436,0.002713,0.025936,0.059517,0.094602,0.000000,0.094602,2171721,2,248,10
1390,0.006616,0.001896,0.026401,0.020948,0.055861,0.000000,0.055861,2072244,2,248,10
1391,0.004611,0.003409,0.028521,0.024539,0.061080,0.000000,0.061080,1761677,2,248,10
1392,0.004671,0.003422,0.027089,0.030917,0.066099,0.000000,0.066099,1497089,2,248,10
1393,0.003986,0.002905,0.027390,0.019324,0.053606,0.000000,0.053606,846598,2,248,10
1394,0.010222,0.004811,0.024587,0.029379,0.068999,0.000000,0.068999,1968639,2,248,10
1395,0.007858,0.003575,0.027372,0.049690,0.088494,0.000000,0.088494,2735930,2,248,10
1396,0.008752,0.006920,0.025556,0.042320,0.083547,0.000000,0.083547,2959531,2,248,10
1397,0.012830,0.004793,0.025957,0.051553,0.095133,0.000000,0.095133,3062869,2,248,10
1398,0.005028,0.006064,0.028068,0.046142,0.085302,0.000000,0.085302,3118869,2,248,10
1399,0.008811,0.003814,0.024240,0.046701,0.083566,0.000000,0.083566,3075995,2,248,10
1400,0.011643,0.004187,0.023803,0.043043,0.082676,0.000000,0.082676,3020798,2,248,10
1401,0.010372,0.003560,0.025104,0.041448,0.080485,0.000000,0.080485,3164257,2,248,10
1402,0.005732,0.004275,0.026929,0.053761,0.090697,0.000000,0.090697,3232510,2,248,10
1403,0.007297,0.002287,0.027153,0.055688,0.092426,0.000000,0.092426,3189706,2,248,10
1404,0.007054,0.003968,0.027956,0.057903,0.096881,0.000000,0.096881,3206382,2,248,10
1405,0.006957,0.004469,0.025019,0.055897,0.092342,0.000000,0.092342,3184248,2,248,10
1406,0.008848,0.003422,0.026216,0.044842,0.083329,0.000000,0.083329,3058317,2,248,10
1407,0.008890,0.005284,0.025690,0.044481,0.084345,0.000000,0.084345,3021659,2,248,10
1408,0.006322,0.003144,0.026192,0.040191,0.075849,0.000000,0.075849,2927890,2,248,10
1409,0.007411,0.003316,0.025957,0.050566,0.087251,0.000000,0.087251,2901594,2,248,10
1410,0.004792,0.003540,0.026994,0.050358,0.085684,0.000000,0.085684,3016360,2,248,10
1411,0.005291,0.003775,0.027485,0.050149,0.086701,0.000000,0.086701,3097825,2,248,10
1412,0.006845,0.005167,0.027059,0.051671,0.090742,0.000000,0.090742,3132551,2,248,10
1413,0.005460,0.004045,0.028336,0.048313,0.086155,0.000000,0.086155,3272602,2,248,10
1414,0.004433,0.003567,0.026040,0.063655,0.097696,0.000000,0.097696,3314494,2,248,10
1415,0.006163,0.005000,0.025719,0.054270,0.091152,0.000000,0.091152,3345731,2,248,10
1416,0.011597,0.005782,0.026217,0.053436,0.097031,0.000000,0.097031,3356903,2,248,10
1417,0.010089,0.003108,0.025385,0.052987,0.091569,0.000000,0.091569,3350659,2,248,10
1418,0.009937,0.003971,0.026598,0.061706,0.102212,0.000000,0.102212,3236450,2,248,10
1419,0.007320,0.001826,0.027498,0.060627,0.097271,0.000000,0.097271,3213859,2,248,10
1420,0.005618,0.004349,0.027253,0.045822,0.083042,0.000000,0.083042,3105923,2,248,10
1421,0.005691,0.004590,0.025211,0.055129,0.090622,0.000000,0.090622,3009870,2,248,10
1422,0.012172,0.004956,0.026516,0.043511,0.087154,0.000000,0.087154,2923480,2,248,10
1423,0.008555,0.001689,0.026155,0.046242,0.082642,0.000000,0.082642,2984780,2,248,10
1424,0.006716,0.004403,0.026578,0.051752,0.089450,0.000000,0.089450,3026986,2,248,10
1425,0.005131,0.005105,0.028454,0.044720,0.083410,0.000000,0.083410,3138387,2,248,10
1426,0.008434,0.002577,0.027713,0.039365,0.078089,0.000000,0.078089,3221556,2,248,10
1427,0.005497,0.008182,0.026006,0.049876,0.089561,0.000000,0.089561,3035425,2,248,10
1428,0.009791,0.004585,0.023969,0.044900,0.083245,0.000000,0.083245,3112832,2,248,10
1429,0.004441,0.004054,0.028583,0.045231,0.082310,0.000000,0.082310,3152133,2,248,10
1430,0.005858,0.002834,0.026070,0.038845,0.073607,0.000000,0.073607,3123060,2,248,10
1431,0.010149,0.003152,0.024215,0.048054,0.085571,0.000000,0.085571,3015879,2,248,10
1432,0.007244,0.004785,0.026711,0.037042,0.075781,0.000000,0.075781,2966998,2,248,10
1433,0.004753,0.004013,0.027970,0.057349,0.094084,0.000000,0.094084,2921687,2,248,10
1434,0.005018,0.004833,0.027471,0.038148,0.075470,0.000000,0.075470,2954962,2,248,10
1435,0.005338,0.006051,0.025850,0.040675,0.077913,0.000000,0.077913,2890248,2,248,10
1436,0.007692,0.004010,0.024042,0.036165,0.071909,0.000000,0.071909,2800458,2,248,10
1437,0.012304,0.004876,0.023245,0.028989,0.069415,0.000000,0.069415,2812775,2,248,10
1438,0.004516,0.004585,0.026640,0.027107,0.062847,0.000000,0.062847,2737855,2,248,10
1439,0.003832,0.004247,0.028754,0.040023,0.076855,0.000000,0.076855,2755736,2,248,10
1440,0.006441,0.003995,0.029304,0.033146,0.072886,0.000000,0.072886,2767902,2,248,10
1441,0.006989,0.004138,0.028699,0.034840,0.074666,0.000000,0.074666,2685321,2,248,10
1442,0.011083,0.004636,0.028090,0.033894,0.077703,0.000000,0.077703,2773347,2,248,10
1443,0.007902,0.002408,0.025907,0.036896,0.073113,0.000000,0.073113,2708676,2,248,10
1444,0.007198,0.002894,0.025109,0.030865,0.066066,0.000000,0.066066,2706838,2,248,10
1445,0.007905,0.002220,0.024471,0.041543,0.076139,0.000000,0.076139,2697095,2,248,10
1446,0.006659,0.001790,0.024721,0.028638,0.061808,0.000000,0.061808,2661298,2,248,10
1447,0.005717,0.004333,0.026359,0.039555,0.075964,0.000000,0.075964,2581110,2,248,10
1448,0.005901,0.001684,0.025781,0.033481,0.066847,0.000000,0.066847,2673053,2,248,10
1449,0.007129,0.003234,0.025833,0.029842,0.066038,0.000000,0.066038,2692436,2,248,10
1450,0.007324,0.003945,0.024052,0.048876,0.084196,0.000000,0.084196,2727421,2,248,10
1451,0.005737,0.004291,0.024916,0.041408,0.076351,0.000000,0.076351,2937401,2,248,10
1452,0.006213,0.004384,0.025568,0.036045,0.072211,0.000000,0.072211,2962395,2,248,10
1453,0.005771,0.001728,0.025020,0.040560,0.073078,0.000000,0.073078,3052699,2,248,10
1454,0.006536,0.002740,0.025105,0.038104,0.072484,0.000000,0.072484,3109386,2,248,10
1455,0.007168,0.001858,0.026036,0.043941,0.079003,0.000000,0.079003,3126276,2,248,10
1456,0.006415,0.002747,0.023743,0.041216,0.074121,0.000000,0.074121,3190591,2,248,10
1457,0.007962,0.003977,0.027898,0.037905,0.077742,0.000000,0.077742,2989515,2,248,10
1458,0.007880,0.002798,0.024736,0.045785,0.081198,0.000000,0.081198,2831961,2,248,10
1459,0.003661,0.003765,0.027405,0.040350,0.075182,0.000000,0.075182,2864810,2,248,10
1460,0.006827,0.004624,0.025933,0.028375,0.065758,0.000000,0.065758,2811480,2,248,10
1461,0.007115,0.003152,0.025458,0.037431,0.073157,0.000000,0.073157,2626021,2,248,10
1462,0.004182,0.004102,0.028775,0.040987,0.078045,0.000000,0.078045,2709491,2,248,10
1463,0.005151,0.002473,0.029376,0.026623,0.063623,0.000000,0.063623,2804109,2,248,10
1464,0.004149,0.002593,0.028311,0.033571,0.068624,0.000000,0.068624,2724054,2,248,10
1465,0.007310,0.002909,0.026782,0.038523,0.075524,0.000000,0.075524,2753417,2,248,10
1466,0.004438,0.002340,0.027847,0.042368,0.076993,0.000000,0.076993,2696617,2,248,10
1467,0.004645,0.003069,0.027308,0.042954,0.077975,0.000000,0.077975,2796841,2,248,10
1468,0.005985,0.001767,0.027576,0.043365,0.078692,0.000000,0.078692,2828668,2,248,10
1469,0.004638,0.003616,0.027772,0.040808,0.076833,0.000000,0.076833,2695618,2,248,10
1470,0.006366,0.003710,0.028263,0.042666,0.081005,0.000000,0.081005,2981914,2,248,10
1471,0.006339,0.004167,0.028557,0.037518,0.076581,0.000000,0.076581,2879183,2,248,10
1472,0.007565,0.004543,0.025266,0.037804,0.075177,0.000000,0.075177,3134537,2,248,10
1473,0.009306,0.003376,0.023434,0.039764,0.075880,0.000000,0.075880,3191290,2,248,10
1474,0.012696,0.003432,0.022751,0.040520,0.079399,0.000000,0.079399,3176093,2,248,10
1475,0.005997,0.003749,0.024648,0.040979,0.075373,0.000000,0.075373,3350056,2,248,10
1476,0.007422,0.002819,0.026073,0.040785,0.077098,0.000000,0.077098,3227222,2,248,10
1477,0.005693,0.002922,0.024459,0.026625,0.059698,0.000000,0.059698,3055105,2,248,10
1478,0.005609,0.003871,0.027458,0.045442,0.082380,0.000000,0.082380,3122422,2,248,10
1479,0.006070,0.002820,0.025852,0.031406,0.066149,0.000000,0.066149,3159766,2,248,10
1480,0.008507,0.003911,0.025006,0.044647,0.082070,0.000000,0.082070,3136522,2,248,10
1481,0.005444,0.001852,0.025792,0.056398,0.089487,0.000000,0.089487,3094901,2,248,10
1482,0.008207,0.002695,0.025775,0.047360,0.084038,0.000000,0.084038,3106567,2,248,10
1483,0.006116,0.002769,0.026064,0.044653,0.079602,0.000000,0.079602,3228943,2,248,10
1484,0.008053,0.002298,0.025936,0.058543,0.094830,0.000000,0.094830,3238624,2,248,10
1485,0.007580,0.003482,0.024760,0.040454,0.076276,0.000000,0.076276,3245683,2,248,10
1486,0.007475,0.004940,0.027341,0.042753,0.082509,0.000000,0.082509,3237099,2,248,10
1487,0.004488,0.003609,0.027299,0.045856,0.081252,0.000000,0.081252,3249068,2,248,10
1488,0.003944,0.004065,0.027584,0.053133,0.088727,0.000000,0.088727,3245320,2,248,10
1489,0.003742,0.006517,0.026510,0.043602,0.080371,0.000000,0.080371,3147253,2,248,10
1490,0.005500,0.003665,0.026557,0.059711,0.095432,0.000000,0.095432,3155174,2,248,10
1491,0.010043,0.004195,0.025255,0.040691,0.080184,0.000000,0.080184,3090436,2,248,10
1492,0.011467,0.002840,0.025698,0.044224,0.084229,0.000000,0.084229,3045739,2,248,10
1493,0.007788,0.003087,0.026126,0.034936,0.071938,0.000000,0.071938,3007632,2,248,10
1494,0.006972,0.005386,0.027872,0.054460,0.094690,0.000000,0.094690,2953731,2,248,10
1495,0.007387,0.004252,0.027317,0.040087,0.079043,0.000000,0.079043,2839948,2,248,10
1496,0.006329,0.004728,0.027140,0.050564,0.088762,0.000000,0.088762,3019074,2,248,10
1497,0.012422,0.004514,0.027733,0.057842,0.102510,0.000000,0.102510,2883014,2,248,10
1498,0.010114,0.003275,0.023293,0.066305,0.102986,0.000000,0.102986,2872786,2,248,10
1499,0.008037,0.003953,0.024653,0.126763,0.163406,0.000000,0.163406,2795483,2,248,10
1500,0.009539,0.002439,0.024690,0.106063,0.142732,0.000000,0.142732,2959935,2,248,10
1501,0.008685,0.003848,0.025625,0.044793,0.082951,0.000000,0.082951,2885062,2,248,10
1502,0.010855,0.006175,0.030289,0.047105,0.094424,0.000000,0.094424,2913933,2,248,10
1503,0.014318,0.004461,0.026982,0.046526,0.092287,0.000000,0.092287,2806678,2,248,10
1504,0.011763,0.003455,0.026604,0.055712,0.097534,0.000000,0.097534,2891030,2,248,10
1505,0.008877,0.006748,0.027202,0.050829,0.093656,0.000000,0.093656,2850429,2,248,10
1506,0.016926,0.005829,0.024940,0.049291,0.096986,0.000000,0.096986,2862250,2,248,10
1507,0.009456,0.005448,0.027404,0.063032,0.105339,0.000000,0.105339,2649177,2,248,10
1508,0.005800,0.004899,0.029165,0.048673,0.088537,0.000000,0.088537,2609860,2,248,10
1509,0.008745,0.002991,0.026120,0.037855,0.075712,0.000000,0.075712,2620005,2,248,10
1510,0.009636,0.003320,0.024450,0.042020,0.079426,0.000000,0.079426,2638992,2,248,10
1511,0.007904,0.004583,0.028018,0.042577,0.083083,0.000000,0.083083,2603943,2,248,10
1512,0.006515,0.005881,0.026706,0.040890,0.079991,0.000000,0.079991,2468130,2,248,10
1513,0.009776,0.004751,0.026405,0.040325,0.081256,0.000000,0.081256,2366063,2,248,10
1514,0.012454,0.003219,0.024666,0.014531,0.054870,0.000000,0.054870,2058716,2,248,10
1515,0.006480,0.004451,0.028352,0.029866,0.069149,0.000000,0.069149,1648968,2,248,10
1516,0.007316,0.004782,0.028446,0.017018,0.057562,0.000000,0.057562,719122,2,248,10
1517,0.005851,0.003554,0.027522,0.000324,0.037250,0.000000,0.037250,35881,2,248,10
1518,0.006814,0.003318,0.027394,0.000007,0.037534,0.000000,0.037534,768,2,248,10
1519,0.010367,0.005283,0.025432,0.000008,0.041089,0.000000,0.041089,1893,2,248,10
1520,0.012168,0.002563,0.024880,0.000566,0.040177,0.000000,0.040177,161548,2,248,10
1521,0.012899,0.003305,0.023932,0.013660,0.053796,0.000000,0.053796,458036,2,248,10
1522,0.009351,0.004280,0.026868,0.012213,0.052712,0.000000,0.052712,664895,2,248,10
1523,0.005132,0.003650,0.027165,0.004798,0.040745,0.000000,0.040745,919942,2,248,10
1524,0.004254,0.002941,0.029455,0.007214,0.043864,0.000000,0.043864,985035,2,248,10
1525,0.003512,0.003360,0.029711,0.005815,0.042398,0.000000,0.042398,1068262,2,248,10
1526,0.002826,0.002466,0.029355,0.005444,0.040091,0.000000,0.040091,1184221,2,248,10
1527,0.003821,0.002771,0.027435,0.009298,0.043325,0.000000,0.043325,1198223,2,248,10
1528,0.004400,0.004924,0.029039,0.008738,0.047101,0.000000,0.047101,1179753,2,248,10
1529,0.003734,0.003194,0.028684,0.007105,0.042717,0.000000,0.042717,1111766,2,248,10
1530,0.003926,0.004582,0.028148,0.008656,0.045311,0.000000,0.045311,1165406,2,248,10
1531,0.004263,0.002909,0.028512,0.006791,0.042476,0.000000,0.042476,1154457,2,248,10
1532,0.006868,0.002195,0.028160,0.006666,0.043889,0.000000,0.043889,1111506,2,248,10
1533,0.003716,0.003636,0.028573,0.009426,0.045350,0.000000,0.045350,1072438,2,248,10
1534,0.004800,0.005558,0.028777,0.004369,0.043503,0.000000,0.043503,1030977,2,248,10
1535,0.002906,0.004047,0.028232,0.007151,0.042337,0.000000,0.042337,1035771,2,248,10
1536,0.005145,0.004374,0.028240,0.006561,0.044320,0.000000,0.044320,1063783,2,248,10
1537,0.004784,0.003440,0.028233,0.006362,0.042819,0.000000,0.042819,1075038,2,248,10
1538,0.004276,0.003473,0.028192,0.008666,0.044607,0.000000,0.044607,1067347,2,248,10
1539,0.003601,0.007208,0.026335,0.008059,0.045203,0.000000,0.045203,1004781,2,248,10
1540,0.003714,0.006242,0.027357,0.007126,0.044439,0.000000,0.044439,1032280,2,248,10
1541,0.003053,0.005371,0.026721,0.010240,0.045385,0.000000,0.045385,1000480,2,248,10
1542,0.005080,0.006276,0.026145,0.009074,0.046574,0.000000,0.046574,917365,2,248,10
1543,0.005058,0.003985,0.025511,0.008413,0.042968,0.000000,0.042968,961307,2,248,10
1544,0.004404,0.005868,0.025402,0.007847,0.043521,0.000000,0.043521,960959,2,248,10
1545,0.005060,0.003998,0.026926,0.012794,0.048778,0.000000,0.048778,1195448,2,248,10
1546,0.003751,0.004306,0.026212,0.010950,0.045218,0.000000,0.045218,1213995,2,248,10
1547,0.008395,0.004242,0.025724,0.009055,0.047415,0.000000,0.047415,1294866,2,248,10
1548,0.011569,0.002236,0.025243,0.009350,0.048398,0.000000,0.048398,1334495,2,248,10
1549,0.009729,0.003754,0.025477,0.010470,0.049431,0.000000,0.049431,1305174,2,248,10
1550,0.007567,0.004057,0.025786,0.010944,0.048354,0.000000,0.048354,1326956,2,248,10
1551,0.010834,0.002245,0.027843,0.043314,0.084235,0.000000,0.084235,1275852,2,248,10
1552,0.008538,0.003072,0.027993,0.044041,0.083644,0.000000,0.083644,1207951,2,248,10
1553,0.008044,0.006730,0.023799,0.026452,0.065025,0.000000,0.065025,1215722,2,248,10
1554,0.008780,0.002972,0.026958,0.020034,0.058744,0.000000,0.058744,1150405,2,248,10
1555,0.007947,0.002991,0.025681,0.009971,0.046589,0.000000,0.046589,1068398,2,248,10
1556,0.003584,0.003496,0.027492,0.006828,0.041399,0.000000,0.041399,1070938,2,248,10
1557,0.005634,0.003502,0.025528,0.007583,0.042247,0.000000,0.042247,1052375,2,248,10
1558,0.003267,0.002659,0.028009,0.007305,0.041240,0.000000,0.041240,990912,2,248,10
1559,0.006024,0.002489,0.026740,0.005006,0.040258,0.000000,0.040258,931874,2,248,10
1560,0.006012,0.002288,0.025685,0.006438,0.040423,0.000000,0.040423,964761,2,248,10
1561,0.005800,0.003280,0.025749,0.006686,0.041515,0.000000,0.041515,969499,2,248,10
1562,0.006126,0.004443,0.026104,0.005858,0.042531,0.000000,0.042531,1074185,2,248,10
1563,0.008515,0.002216,0.026151,0.006747,0.043628,0.000000,0.043628,1124028,2,248,10
1564,0.005391,0.003400,0.027321,0.007056,0.043168,0.000000,0.043168,1241655,2,248,10
1565,0.009326,0.001947,0.023587,0.010454,0.045314,0.000000,0.045314,1277220,2,248,10
1566,0.007664,0.004286,0.024415,0.009550,0.045916,0.000000,0.045916,1266010,2,248,10
1567,0.007179,0.003544,0.025601,0.006887,0.043212,0.000000,0.043212,1265958,2,248,10
1568,0.007107,0.003845,0.025670,0.011386,0.048008,0.000000,0.048008,1220648,2,248,10
1569,0.006564,0.003987,0.025925,0.006260,0.042737,0.000000,0.042737,1106386,2,248,10
1570,0.011081,0.001781,0.023737,0.008181,0.044780,0.000000,0.044780,1213851,2,248,10
1571,0.004176,0.003466,0.027910,0.006284,0.041836,0.000000,0.041836,1313056,2,248,10
1572,0.007320,0.002697,0.023893,0.008984,0.042894,0.000000,0.042894,1313310,2,248,10
1573,0.009131,0.004405,0.022731,0.010437,0.046703,0.000000,0.046703,1290608,2,248,10
1574,0.005200,0.003779,0.026245,0.006989,0.042213,0.000000,0.042213,1214505,2,248,10
1575,0.006094,0.003437,0.024829,0.009553,0.043913,0.000000,0.043913,1116395,2,248,10
1576,0.005762,0.004786,0.026992,0.010221,0.047760,0.000000,0.047760,1151087,2,248,10
1577,0.006095,0.003027,0.027944,0.008073,0.045138,0.000000,0.045138,1056084,2,248,10
1578,0.005441,0.003141,0.027395,0.007571,0.043549,0.000000,0.043549,968188,2,248,10
1579,0.006732,0.004197,0.024684,0.005302,0.040915,0.000000,0.040915,1086931,2,248,10
1580,0.006805,0.002941,0.025671,0.006492,0.041909,0.000000,0.041909,1116460,2,248,10
1581,0.005346,0.002090,0.026637,0.008068,0.042141,0.000000,0.042141,1151535,2,248,10
1582,0.006934,0.003886,0.025769,0.006470,0.043059,0.000000,0.043059,1114922,2,248,10
1583,0.009665,0.003097,0.023822,0.007327,0.043911,0.000000,0.043911,1126953,2,248,10
1584,0.004049,0.002834,0.027267,0.004429,0.038579,0.000000,0.038579,1100145,2,248,10
1585,0.008063,0.002017,0.023996,0.009679,0.043755,0.000000,0.043755,1147372,2,248,10
1586,0.006796,0.003305,0.024446,0.007061,0.041609,0.000000,0.041609,1190041,2,248,10
1587,0.005987,0.004252,0.024739,0.007520,0.042498,0.000000,0.042498,1193938,2,248,10
1588,0.007004,0.004313,0.023803,0.006578,0.041698,0.000000,0.041698,1165796,2,248,10
1589,0.007772,0.004324,0.030830,0.007757,0.050683,0.000000,0.050683,1163744,2,248,10
1590,0.007878,0.003715,0.025506,0.005893,0.042992,0.000000,0.042992,1135286,2,248,10
1591,0.006831,0.001640,0.024161,0.006974,0.039606,0.000000,0.039606,1051485,2,248,10
1592,0.006211,0.002838,0.025364,0.005085,0.039498,0.000000,0.039498,961176,2,248,10
1593,0.007191,0.002438,0.026568,0.008664,0.044860,0.000000,0.044860,789258,2,248,10
1594,0.009215,0.004469,0.025892,0.003280,0.042856,0.000000,0.042856,711379,2,248,10
1595,0.005244,0.003348,0.024996,0.005623,0.039212,0.000000,0.039212,604996,2,248,10
1596,0.008909,0.005202,0.026795,0.001809,0.042715,0.000000,0.042715,549944,2,248,10
1597,0.004995,0.004023,0.026342,0.001731,0.037092,0.000000,0.037092,431041,2,248,10
1598,0.008349,0.003726,0.025143,0.001355,0.038573,0.000000,0.038573,352052,2,248,10
1599,0.004416,0.002706,0.026368,0.000627,0.034117,0.000000,0.034117,228260,2,248,10
1600,0.009068,0.004780,0.024550,0.000795,0.039192,0.000000,0.039192,179078,2,248,10
1601,0.007140,0.002786,0.026357,0.000435,0.036718,0.000000,0.036718,145100,2,248,10
1602,0.009583,0.001848,0.024943,0.000321,0.036695,0.000000,0.036695,85501,2,248,10
1603,0.007781,0.003742,0.026453,0.000291,0.038266,0.000000,0.038266,79154,2,248,10
1604,0.008779,0.004226,0.028031,0.000758,0.041794,0.000000,0.041794,293333,2,248,10
1605,0.008062,0.002771,0.025602,0.004065,0.040501,0.000000,0.040501,421158,2,248,10
1606,0.007659,0.003677,0.026519,0.002113,0.039968,0.000000,0.039968,539749,2,248,10
1607,0.005182,0.002080,0.027705,0.003296,0.038263,0.000000,0.038263,769222,2,248,10
1608,0.005153,0.003237,0.025811,0.006386,0.040586,0.000000,0.040586,848612,2,248,10
1609,0.003554,0.003611,0.027971,0.005552,0.040687,0.000000,0.040687,905459,2,248,10
1610,0.003562,0.002162,0.027635,0.005448,0.038806,0.000000,0.038806,852184,2,248,10
1611,0.004863,0.003653,0.029531,0.006548,0.044595,0.000000,0.044595,904288,2,248,10
1612,0.005823,0.004066,0.026128,0.010780,0.046796,0.000000,0.046796,924137,2,248,10
1613,0.004174,0.003525,0.029253,0.009851,0.046803,0.000000,0.046803,999663,2,248,10
1614,0.004492,0.005297,0.029558,0.009603,0.048950,0.000000,0.048950,977695,2,248,10
1615,0.004469,0.003960,0.027686,0.007872,0.043987,0.000000,0.043987,932862,2,248,10
1616,0.004304,0.006748,0.025646,0.009654,0.046352,0.000000,0.046352,910648,2,248,10
1617,0.005328,0.004737,0.026219,0.006601,0.042885,0.000000,0.042885,883573,2,248,10
1618,0.004784,0.005260,0.026391,0.012466,0.048901,0.000000,0.048901,869566,2,248,10
1619,0.007128,0.004312,0.027746,0.007372,0.046558,0.000000,0.046558,863704,2,248,10
1620,0.006537,0.005060,0.026143,0.004727,0.042467,0.000000,0.042467,835795,2,248,10
1621,0.005598,0.003597,0.026095,0.006211,0.041500,0.000000,0.041500,803012,2,248,10
